iter	Logloss
540	0.002343067171
541	0.002325565395
542	0.002308833451
543	0.002293062807
544	0.00227545818
545	0.002265520655
546	0.00224764536
547	0.002231727416
548	0.002212793616
549	0.002199888533
550	0.00218649873
551	0.00217215596
552	0.002161922077
553	0.002145362584
554	0.002129877922
555	0.00211335383
556	0.002099755681
557	0.002085764422
558	0.002069039376
559	0.002055399843
560	0.002043564751
561	0.002029529821
562	0.002016253745
563	0.002003416378
564	0.001990003564
565	0.001977496324
566	0.001964076094
567	0.001953307067
568	0.001938880661
569	0.001925194268
570	0.001914996363
571	0.001903401048
572	0.00189517549
573	0.001881970511
574	0.001872723066
575	0.001862381581
576	0.001854484908
577	0.001842543915
578	0.001833399989
579	0.001820617514
580	0.001808386841
581	0.00179836014
582	0.001785824784
583	0.001777684365
584	0.001766282118
585	0.001757503137
586	0.001749305621
587	0.001737640986
588	0.001727344344
589	0.001718611587
590	0.001708718197
591	0.001700551869
592	0.001690514955
593	0.001682192136
594	0.00167410402
595	0.001664376063
596	0.001655185592
597	0.001647492145
598	0.001637933318
599	0.0016299316
600	0.001621301099
601	0.001614991603
602	0.001604771208
603	0.001597082677
604	0.001586905571
605	0.001578396091
606	0.001568673327
607	0.001561658998
608	0.001553740877
609	0.001546743857
610	0.001537936533
611	0.001531188929
612	0.001524716899
613	0.001517460277
614	0.001511001885
615	0.001504315815
616	0.00149605418
617	0.001488978912
618	0.001482193759
619	0.001482185261
620	0.001472625982
621	0.001465546737
622	0.001457467909
623	0.001451037075
624	0.001443761588
625	0.001437255253
626	0.001430650399
627	0.001424463669
628	0.001417411514
629	0.001411302561
630	0.001403956099
631	0.001397802026
632	0.0013911588
633	0.001384431066
634	0.0013764396
635	0.001370580343
636	0.001364029963
637	0.001356459599
638	0.001352458981
639	0.001346860194
640	0.001340704091
641	0.001335180212
642	0.001335123794
643	0.001328849804
644	0.001322691657
645	0.001317226479
646	0.001311261714
647	0.001305247701
648	0.001305176293
649	0.001299836621
650	0.001292584232
651	0.001285906208
652	0.001279989312
653	0.001274916988
654	0.00126980698
655	0.001263743456
656	0.001257890907
657	0.001252933628
658	0.001246548316
659	0.001240969455
660	0.001236114304
661	0.00123073287
662	0.00122592165
663	0.001220933439
664	0.001214645994
665	0.001210096346
666	0.001205680209
667	0.001200850638
668	0.001194432324
669	0.001189274416
670	0.001183623424
671	0.001177690025
672	0.001173012669
673	0.001168618206
674	0.001163695017
675	0.00115957246
676	0.001155166217
677	0.001150262308
678	0.001145666336
679	0.001141076632
680	0.001137401954
681	0.001132953909
682	0.001128403044
683	0.001124191
684	0.001119844909
685	0.001115551486
686	0.001111134995
687	0.001106845781
688	0.00110301572
689	0.001097721822
690	0.001097606862
691	0.001097606862
692	0.001092542669
693	0.00108760217
694	0.001083182503
695	0.001078855221
696	0.001078855221
697	0.001074388825
698	0.001074388825
699	0.001069400386
700	0.001069389764
701	0.001069423874
702	0.001069399699
703	0.001069399699
704	0.001069399699
705	0.001069399699
706	0.001069399699
707	0.001065006696
708	0.001061166635
709	0.001057412641
710	0.001053294215
711	0.001053274268
712	0.001049115573
713	0.001049082525
714	0.001045545586
715	0.0010403601
716	0.0010403601
717	0.00104030746
718	0.0010359635
719	0.001033309138
720	0.001029912182
721	0.001026099451
722	0.001026150911
723	0.001022416156
724	0.00101852161
725	0.001018532469
726	0.001018475225
727	0.001018370887
728	0.001014797282
729	0.001014831511
730	0.001014817368
731	0.001014702408
732	0.001014695444
733	0.001014535515
734	0.001014569035
735	0.001014533744
736	0.001014533744
737	0.001014490191
738	0.001014527961
739	0.001014429288
740	0.001014429288
741	0.001014530911
742	0.001014430941
743	0.001014394352
744	0.001014304886
745	0.001014315863
746	0.001014312794
747	0.001014301227
748	0.001014214004
749	0.001012581773
750	0.001012599713
751	0.00101243164
752	0.001012484399
753	0.001012442381
754	0.001012473304
755	0.001012377465
756	0.001012391746
757	0.001012396113
758	0.001012384192
759	0.001012427273
760	0.001012275724
761	0.001012256603
762	0.001012256603
763	0.001012324234
764	0.001012202782
765	0.001012199477
766	0.001012199477
767	0.001012120988
768	0.001012198415
769	0.00101216277
770	0.001012231463
771	0.001008199788
772	0.001008212299
773	0.001008081995
774	0.001008128144
775	0.00100803018
776	0.001008068421
777	0.001008048947
778	0.00100803915
779	0.001008109023
780	0.001008027799
781	0.001008027799
782	0.001008027799
783	0.001008027799
784	0.001008027799
785	0.001008027799
786	0.001008027799
787	0.001008096256
788	0.001008037713
789	0.0010080337
790	0.001008056244
791	0.001008082564
792	0.001008057306
793	0.001007944471
794	0.001007972443
795	0.001007972443
796	0.001007972443
797	0.001007972443
798	0.001007972443
799	0.001007972443
800	0.001007972443
801	0.001007972443
802	0.001007972443
803	0.001007972443
804	0.001007972443
805	0.001007972443
806	0.001007967486
807	0.001007967486
808	0.001007967486
809	0.001007967486
810	0.001007967486
811	0.001007967486
812	0.001007967486
813	0.001007967486
814	0.001007967486
815	0.001007967486
816	0.001007967486
817	0.001007967486
818	0.001007967486
819	0.001007967486
820	0.001007967486
821	0.001007967486
822	0.001007967486
823	0.001007967486
824	0.001007967486
825	0.001007967486
826	0.001007977755
827	0.001008006318
828	0.001007996993
829	0.001007996993
830	0.001007996993
831	0.001007996993
832	0.001007996993
833	0.001007996993
834	0.001007996993
835	0.001008019891
836	0.001007958398
837	0.001007922517
838	0.00100795769
839	0.001007926787
840	0.001004696487
841	0.001004673944
842	0.00100461611
843	0.001004684684
844	0.001004654823
845	0.001004654823
846	0.001004654823
847	0.001004654823
848	0.001004654823
849	0.001004654823
850	0.001004654823
851	0.001004654823
852	0.001004654823
853	0.001004654823
854	0.001004654823
855	0.001004654823
856	0.001004654823
857	0.001004654823
858	0.001004654823
859	0.001004654823
860	0.001004654823
861	0.001004654823
862	0.001004654823
863	0.001004654823
864	0.001004654823
865	0.001004654823
866	0.001004654823
867	0.001004654823
868	0.001004654823
869	0.001004654823
870	0.001004654823
871	0.001004654823
872	0.001004654823
873	0.001004654823
874	0.001004654823
875	0.001004654823
876	0.001004654823
877	0.001004654823
878	0.001004654823
879	0.001004654823
880	0.001004654823
881	0.001004556623
882	0.001004539745
883	0.001004498907
884	0.001004498907
885	0.001004498907
886	0.001004498907
887	0.001004498907
888	0.001004498907
889	0.001004498907
890	0.001004498907
891	0.001004498907
892	0.001004498907
893	0.001004498907
894	0.001004498907
895	0.001004498907
896	0.001004498907
897	0.001004498907
898	0.001004498907
899	0.001004498907
900	0.001004498907
901	0.001004498907
902	0.001004498907
903	0.001004498907
904	0.001004498907
905	0.001004498907
906	0.001004498907
907	0.001004498907
908	0.001004498907
909	0.001004498907
910	0.001004498907
911	0.001004498907
912	0.001004498907
913	0.001004498907
914	0.001004498907
915	0.001004498907
916	0.001004498907
917	0.001004498907
918	0.001004498907
919	0.001004498907
920	0.001004498907
921	0.001004498907
922	0.001004498907
923	0.001004498907
924	0.001004498907
925	0.001004498907
926	0.001004498907
927	0.001004498907
928	0.001004498907
929	0.001004498907
930	0.001004498907
931	0.001004498907
932	0.001004498907
933	0.001004498907
934	0.001004498907
935	0.001004498907
936	0.001004498907
937	0.001004498907
938	0.001004498907
939	0.001004498907
940	0.001004498907
941	0.001004498907
942	0.001004498907
943	0.001004498907
944	0.001004498907
945	0.001004498907
946	0.001004498907
947	0.001004498907
948	0.001004498907
949	0.001004498907
950	0.001004498907
951	0.001004498907
952	0.001004498907
953	0.001004498907
954	0.001004498907
955	0.001004498907
956	0.001004498907
957	0.001004498907
958	0.001004498907
959	0.001004498907
960	0.001004498907
961	0.001004498907
962	0.001004498907
963	0.001004498907
964	0.001004498907
965	0.001004498907
966	0.001004498907
967	0.001004498907
968	0.001004498907
969	0.001004498907
970	0.001004498907
971	0.001004498907
972	0.001004498907
973	0.001004498907
974	0.001004498907
975	0.001004498907
976	0.001004498907
977	0.001004498907
978	0.001004498907
979	0.001004498907
980	0.001004498907
981	0.001004498907
982	0.001004498907
983	0.001004498907
984	0.001004498907
985	0.001004498907
986	0.001004498907
987	0.001004498907
988	0.001004498907
989	0.001004498907
990	0.001004498907
991	0.001004498907
992	0.001004498907
993	0.001004498907
994	0.001004498907
995	0.001004498907
996	0.001004498907
997	0.001004498907
998	0.001004498907
999	0.001004498907

986	0.0008927578343
987	0.0008927578343
988	0.0008927578343
989	0.0008927578343
990	0.0008927578343
991	0.0008927578343
992	0.0008927578343
993	0.0008927578343
994	0.0008927578343
995	0.0008927578343
996	0.0008927578343
997	0.0008927578343
998	0.0008927578343
999	0.0008927578343
